id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date
3032,7,"65,000",peryear,"Nashville, TN, US",Project Manager,Boutique,11-15 People,Yes,Unpaid Overtime,10.0,"15,000",Full-time,8-10,31-35,Male,Licensed,UG:The University of Tennessee - Knoxville,,,Jul '13
3031,8,"37,000",peryear,"Riverside, CA, US",Draftsperson,Corporate,31-50 People,Yes,No Overtime,,,Full-time,2,26-30,Male,No,,,,Jul '13
3030,7,"90,000",peryear,"San Francisco, CA, US",BIM Specialist,Corporate,51-100 People,Yes,No Overtime,25.0,"4,000",Full-time,8-10,36-40,Male,Licensed,UG:University of Minnesota,Grad:University of Oregon,,Jul '13
3029,10,"50,000",peryear,"New York, NY, US",Junior Architect,Individual,6-10 People,Yes,Paid Overtime,,,Full-time,3-5,26-30,Male,Licensed,,Grad:Technical University of Moldova,PhD:Technical University of Moldova,Jul '13
3028,5,"61,000",peryear,"Houston, TX, US",Project Architect,Corporate,31-50 People,Yes,Paid Overtime,10.0,"2,000",Full-time,8-10,31-35,Male,Licensed,UG:University of Houston,,,Jul '13
3027,6,"57,000",peryear,"Chicago, IL, US",Project Architect,Corporate,31-50 People,Yes,Unpaid Overtime,10.0,,Full-time,8-10,31-35,Male,Licensed,,,,Jul '13
3026,5,"55,000",peryear,"New York, NY, US",Intermediate Architect,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,21-25,Male,No,UG:University of Michigan,,,Jul '13
3025,6,"42,000",peryear,"Baltimore, MD, US",Junior Designer,Corporate,101-200 People,Yes,No Overtime,6.0,,Full-time,3,26-30,Female,No,UG:Bowling Green State University,,,Jul '13
3023,8,"95,000",peryear,"San Francisco, CA, US",Project Manager,Boutique,2-5 People,Yes,,10.0,,Full-time,16-20,36-40,Female,Licensed,UG:Cornell University,,,Jul '13
3022,6,"34,600",peryear,"Portland, OR, US",Job Captain,,6-10 People,Yes,Paid Overtime,,,Full-time,2,31-35,Female,No,,Grad:University of Oregon,,Jul '13
3021,7,"32,000",peryear,"Los Angeles, CA, US",Designer,Boutique,2-5 People,,No Overtime,,,Full-time,2,26-30,Female,No,,,,Jul '13
3020,6,"41,000",peryear,"Charlottesville, VA, US",Designer,Other,31-50 People,Yes,No Overtime,,,Full-time,1,36-40,Male,No,UG:Virginia Commonwealth University,Grad:University of Virginia,,Jul '13
3019,5,"35,000",peryear,"Cincinnati, OH, US",Associate,,51-100 People,,Unpaid Overtime,,,Full-time,3-5,26-30,Male,No,,,,Jul '13
3018,3,"77,000",peryear,"New York, NY, US",Interior Designer,Boutique,16-30 People,Yes,Unpaid Overtime,14.0,"2,000",Full-time,11-15,31-35,Female,Licensed,UG:School of Visual Arts (SVA),,,Jul '13
3017,4,"51,000",peryear,"Dallas, TX, US",Junior Architect,Individual,11-15 People,Yes,Unpaid Overtime,10.0,"5,000",Full-time,3-5,31-35,Female,Licensed,UG:Texas Tech University,Grad:Texas Tech University,,Jul '13
3016,8,"110,000",peryear,"Denver, CO, US",Engineer,Corporate,501 + People,Yes,Unpaid Overtime,21.0,"4,360",Full-time,11-15,31-35,Male,Licensed,,,,Jul '13
3015,9,"55,000",peryear,"Pasadena, CA, US",Job Captain,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"1,000",Full-time,2,21-25,Male,No,"UG:California State Polytechnic University, Pomona",,,Jul '13
3014,8,"150,000",peryear,"New York, NY, US",Project Manager,Boutique,11-15 People,Yes,Unpaid Overtime,15.0,"23,000",Full-time,16-20,41-45,Male,Licensed,UG:San Diego State University (SDSU),,,Jul '13
3013,5,"51,000",peryear,"Alexandria, VA, US",Intern,,101-200 People,,,,,,1,26-30,Female,No,,,,Jul '13
3012,7,"65,000",peryear,"New York, NY, US",Interior Designer,Boutique,6-10 People,Yes,No Overtime,10.0,"2,500",Full-time,3-5,31-35,Female,No,,,,Jul '13
3011,6,"90,000",peryear,"Los Angeles, CA, US",Senior Designer,Other,501 + People,,No Overtime,14.0,"5,000",Full-time,6-7,26-30,Female,No,,,,Jul '13
3010,7,"65,000",peryear,"Washington, DC, US",Junior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,20.0,"4,000",Full-time,6-7,26-30,Female,No,UG:The Catholic University of America,Grad:The University of Tennessee - Knoxville,,Jul '13
3009,4,"45,000",peryear,"Orlando, FL, US",Junior Architect,Corporate,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Female,No,UG:University of Florida,Grad:University of Florida,,Jul '13
3008,8,22,perhour,"New York, NY, US",Junior Architect,Boutique,2-5 People,,Paid Overtime,,,Freelance,< 1,21-25,Female,Licensed,UG:Cornell University,,,Jul '13
3007,4,"57,000",peryear,"Washington, DC, US",Junior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Female,No,,,,Jul '13
3006,7,"45,000",peryear,"Newport Beach, CA, US",Designer,Corporate,16-30 People,Yes,No Overtime,10.0,,Full-time,< 1,21-25,Male,No,,,,Jul '13
3005,8,"64,000",peryear,"Burlington, VT, US",Project Architect,Boutique,2-5 People,Yes,,10.0,,,11-15,36-40,Male,Licensed,UG:Vermont Technical College,,,Jul '13
3004,3,"47,000",peryear,"Philadelphia, PA, US",Designer,Other,6-10 People,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,No,,,,Jul '13
3003,8,"97,000",peryear,"San Francisco, CA, US",Project Manager,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,,Full-time,21-25,41-45,Male,Licensed,,,,Jul '13
3002,7,"65,000",peryear,"Irvine, CA, US",BIM Specialist,Corporate,201-500 People,Yes,Unpaid Overtime,,,Full-time,6-7,26-30,Male,No,UG:Woodbury University,,,Jul '13
3001,8,"125,000",peryear,"Philadelphia, PA, US",Project Manager,Corporate,501 + People,Yes,Paid Overtime,16.0,,Full-time,16-20,41-45,Male,Licensed,UG:University of Florida,Grad:University of Pennsylvania,,Jul '13
3000,8,"67,500",peryear,"New York, NY, US",Junior Architect,Corporate,6-10 People,Yes,Paid Overtime,10.0,"3,000",Freelance,6-7,41-45,Male,No,UG:The State University of New York at Buffalo,Grad:The State University of New York at Buffalo,,Jul '13
2999,7,"57,000",peryear,"Boston, MA, US",Designer,Corporate,101-200 People,Yes,Unpaid Overtime,12.0,"2,000",Full-time,3,26-30,Male,No,,,,Jul '13
2997,6,"55,000",peryear,"New York, NY, US",Designer,,31-50 People,,,,,,6-7,26-30,Female,No,,,,Jul '13
2996,6,25,perhour,"Newport Beach, CA, US",Designer,,101-200 People,Yes,Paid Overtime,14.0,"1,500",Full-time,8-10,36-40,Male,No,,"Grad:California Polytechnic State University, San Luis Obispo",,Jul '13
2994,5,"52,000",peryear,"Denver, CO, US",Project Manager,Corporate,201-500 People,Yes,Paid Overtime,14.0,"2,000",Full-time,8-10,31-35,Female,Licensed,,,,Jul '13
2993,3,"75,000",peryear,"Chicago, IL, US",Project Manager,Other,51-100 People,Yes,Unpaid Overtime,10.0,"2,000",Full-time,11-15,31-35,Female,No,UG:University of Notre Dame,,,Jul '13
2992,10,"128,000",peryear,"Los Angeles, CA, US",Project Manager,Corporate,201-500 People,Yes,Unpaid Overtime,12.0,"5,000",Full-time,40,66-70,Male,Licensed,UG:Washington University in St. Louis,"Grad:California State Polytechnic University, Pomona",,Jul '13
2991,6,"41,500",peryear,"Princeton, NJ, US",Associate,Boutique,6-10 People,Yes,Unpaid Overtime,17.0,,Full-time,3-5,26-30,Male,No,UG:New Jersey Institute of Technology (NJIT),,,Jul '13
2990,7,"56,000",peryear,"San Diego, CA, US",Designer,Other,6-10 People,Yes,No Overtime,14.0,,Full-time,8-10,31-35,Male,Licensed,UG:Woodbury University,,,Jul '13
2989,7,"185,000",peryear,"New York, NY, US",Principal,Starchitect,201-500 People,Yes,Unpaid Overtime,20.0,"15,000",Full-time,11-15,31-35,Male,Licensed,UG:The Ohio State University,Grad:The Ohio State University,,Jul '13
2987,3,"58,000",peryear,"New York, NY, US",Intermediate Architect,,6-10 People,Yes,Unpaid Overtime,18.0,,,3-5,26-30,Female,No,,,,Jul '13
2986,8,"46,000",peryear,"New York, NY, US",Junior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,10.0,"1,500",Full-time,1,26-30,Female,No,,,,Jul '13
2985,5,"44,800",peryear,"Austin, TX, US",Associate,Corporate,16-30 People,Yes,Unpaid Overtime,14.0,,Full-time,3,26-30,Male,No,,,,Jul '13
2984,6,"50,000",peryear,"Green Bay, WI, US",Draftsperson,,31-50 People,Yes,Paid Overtime,15.0,"3,000",Full-time,16-20,31-35,Male,No,,,,Jul '13
2983,3,"70,000",peryear,"Los Angeles, CA, US",Project Architect,Corporate,51-100 People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3-5,36-40,Male,Licensed,UG:University of Illinois at Urbana-Champaign,,,Jul '13
2981,7,"57,000",peryear,"Chicago, IL, US",Associate,Boutique,2-5 People,,Unpaid Overtime,10.0,"5,000",Full-time,8-10,31-35,Male,Licensed,,,,Jul '13
2980,8,"98,000",peryear,"San Juan, PR, US",Construction Administrator,Other,501 + People,Yes,No Overtime,15.0,,Full-time,31-40,56-60,Male,Licensed,UG:Escuela de Arquitectura Universidad de Puerto Rico,Grad:Escuela de Arquitectura Universidad de Puerto Rico,,Jul '13
2979,4,"45,000",peryear,"Cincinnati, OH, US",Intern,Corporate,101-200 People,Yes,Paid Overtime,10.0,,Full-time,2,26-30,Male,No,,,,Jul '13
2978,4,"24,000",peryear,"San Juan, PR, US",Intermediate Architect,Individual,2-5 People,,,,,,3-5,26-30,Female,Licensed,,,,Jul '13
2977,3,"98,000",peryear,"Deerfield, IL, US",Senior Architect,Corporate,51-100 People,Yes,No Overtime,15.0,"24,500",Full-time,11-15,31-35,Male,Licensed,UG:University of Illinois at Chicago,,,Jul '13
2976,7,"48,000",peryear,"Denver, CO, US",Project Manager,Other,31-50 People,Yes,Unpaid Overtime,10.0,"1,200",Full-time,6-7,26-30,Female,Licensed,,,,Jul '13
2975,5,"73,000",peryear,"Dallas, TX, US",Senior Architect,Corporate,16-30 People,Yes,No Overtime,12.0,,Full-time,16-20,41-45,Male,Licensed,UG:University of Houston,Grad:University of Houston,,Jul '13
2974,7,"74,000",peryear,"Anchorage, AK, US",Project Architect,,16-30 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,Licensed,UG:Texas Tech University,Grad:Texas Tech University,,Jul '13
2973,3,"85,000",peryear,"Seattle, WA, US",Project Manager,Boutique,101-200 People,Yes,Unpaid Overtime,15.0,,,16-20,46-50,Female,No,UG:University of Pennsylvania,Grad:Massachusetts Institute of Technology (MIT),,Jul '13
2972,6,"62,000",peryear,"New York, NY, US",Junior Architect,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"1,500",Full-time,3,26-30,Male,No,,,,Jul '13
2970,8,25,perhour,"East Rutherford, NJ, US",Student Intern,Corporate,6-10 People,,No Overtime,,,Full-time,< 1,21-25,Male,No,,,,Jul '13
2969,10,15,perhour,"Los Angeles, CA, US",Intern,Corporate,6-10 People,,,,,Full-time,< 1,18-20,Female,No,"UG:University of California, Los Angeles (UCLA)",,,Jul '13
2968,10,"60,000",peryear,"Los Angeles, CA, US",Junior Architect,Boutique,16-30 People,Yes,No Overtime,14.0,"2,000",Full-time,3,26-30,Female,No,,,,Jul '13
2967,6,"48,000",peryear,"Olympia, WA, US",Intern,Other,6-10 People,Yes,Paid Overtime,10.0,"2,000",Full-time,8-10,36-40,Female,No,UG:University of Oregon,,,Jul '13
2966,8,"60,000",peryear,"San Francisco, CA, US",Project Manager,Corporate,51-100 People,Yes,Unpaid Overtime,14.0,"4,000",Full-time,3-5,41-45,Male,No,UG:Montana State University,Grad:Montana State University,,Jul '13
2965,5,"50,000",peryear,"Cincinnati, OH, US",Project Architect,Corporate,16-30 People,Yes,No Overtime,10.0,"2,500",Full-time,11-15,31-35,Male,Licensed,,,,Jul '13
2964,7,"43,000",peryear,"Aspen, CO, US",Intern,Boutique,31-50 People,Yes,Unpaid Overtime,14.0,"1,000",Full-time,3,26-30,Female,No,,,,Jul '13
2963,7,"60,000",peryear,"Saint Louis, MO, US",Project Architect,Boutique,31-50 People,Yes,Paid Overtime,21.0,"15,000",Full-time,6-7,36-40,Male,Licensed,UG:Kansas State University,,,Jul '13
2962,6,"54,000",peryear,"Palo Alto, CA, US",Designer,Individual,16-30 People,Yes,Paid Overtime,15.0,"1,500",Full-time,6-7,26-30,Female,No,UG:California College of the Arts,,,Jul '13
2961,8,"75,000",peryear,"Norfolk, VA, US",Project Architect,,201-500 People,Yes,Unpaid Overtime,10.0,,,16-20,41-45,Female,Licensed,,,,Jul '13
2960,10,"80,000",peryear,"San Francisco, CA, US",Project Manager,Corporate,501 + People,Yes,Paid Overtime,21.0,"20,000",Full-time,8-10,31-35,Female,No,,,,Jul '13
2959,4,"44,000",peryear,"Atlanta, GA, US",Junior Architect,Corporate,31-50 People,Yes,Unpaid Overtime,21.0,"4,000",Full-time,3,26-30,Male,No,UG:Auburn University,,,Jul '13
2958,8,"90,000",peryear,"Hauppauge, NY, US",Project Architect,Corporate,31-50 People,Yes,Paid Overtime,10.0,,Full-time,11-15,36-40,Female,Licensed,UG:Pontificia Universidad Javeriana,Grad:Pratt Institute,,Jul '13
2957,7,15,perhour,"Cleveland, OH, US",Designer,Boutique,6-10 People,Yes,Paid Overtime,7.0,500,Full-time,1,21-25,Male,No,UG:Kent State University,,,Jul '13
2956,7,"75,500",peryear,"Austin, TX, US",Principal,Other,11-15 People,Yes,No Overtime,14.0,,Full-time,11-15,31-35,Male,Licensed,,Grad:University of Southern California (USC),,Jul '13
2955,10,"46,000",peryear,"Richmond, VA, US",Intern,Boutique,31-50 People,Yes,Paid Overtime,15.0,"1,000",Full-time,< 1,21-25,Female,No,,,,Jul '13
2954,9,"52,000",peryear,"Cleveland, OH, US",Designer,,16-30 People,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,No,UG:Kent State University,Grad:Kent State University,,Jul '13
2953,4,"55,000",peryear,"Baton Rouge, LA, US",Project Architect,,6-10 People,,,,,,11-15,36-40,Male,No,,,,Jul '13
2952,8,"75,000",peryear,"New York, NY, US",Intermediate Architect,Corporate,101-200 People,Yes,No Overtime,15.0,,Full-time,6-7,41-45,Male,No,,,,Jul '13
2951,1,"67,700",peryear,"San Francisco, CA, US",Intermediate Architect,Starchitect,501 + People,Yes,Unpaid Overtime,20.0,450,Full-time,3-5,31-35,Female,Licensed,,Grad:Columbia University,,Jul '13
2950,8,"60,500",peryear,"Atlanta, GA, US",Project Manager,Other,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,No,UG:Savannah College of Art and Design,Grad:Savannah College of Art and Design,,Jul '13
2949,5,"35,000",peryear,"Ashland, OR, US",Owner,Individual,1 People,,,,,Part-time,16-20,56-60,Male,Licensed,UG:The Pennsylvania State University (Penn State),Grad:University of Maryland,,Jul '13
2948,5,"59,500",peryear,"New York, NY, US",Junior Architect,Corporate,31-50 People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3-5,26-30,Female,No,,Grad:Washington University in St. Louis,,Jul '13
2947,8,"58,000",peryear,"New York, NY, US",Junior Architect,Corporate,501 + People,Yes,Unpaid Overtime,10.0,"4,000",Full-time,3-5,26-30,Male,No,,,,Jul '13
2946,3,"47,500",peryear,"Philadelphia, PA, US",Intermediate Architect,Corporate,51-100 People,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,UG:The Pennsylvania State University (Penn State),,,Jul '13
2945,8,"78,000",peryear,"New York, NY, US",Intermediate Architect,,201-500 People,Yes,No Overtime,,,Full-time,3-5,26-30,Male,Licensed,,,,Jul '13
2944,8,"46,000",peryear,"New York, NY, US",Junior Architect,Individual,6-10 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,,,,Jul '13
2942,8,"57,000",peryear,"Salt Lake City, UT, US",Project Manager,Other,11-15 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,,Grad:The University of Utah,,Jul '13
2941,6,"50,000",peryear,"Boston, MA, US",Designer,Boutique,6-10 People,Yes,,12.0,,,16-20,56-60,Male,No,,,,Jul '13
2940,7,"43,000",peryear,"Philadelphia, PA, US",Interior Designer,Other,51-100 People,Yes,Unpaid Overtime,,"1,500",Full-time,6-7,26-30,Female,No,UG:Philadelphia University,,,Jul '13
2939,6,"80,000",peryear,"New York, NY, US",Designer,Boutique,6-10 People,,Unpaid Overtime,,,Full-time,11-15,36-40,Male,No,,,,Jul '13
2938,7,"45,000",peryear,"Austin, TX, US",Designer,Corporate,16-30 People,Yes,No Overtime,15.0,"1,500",Full-time,6-7,31-35,Female,No,UG:The University of Texas at Arlington,,,Jul '13
2936,9,"44,000",peryear,"Madison, WI, US",Intern,Corporate,201-500 People,Yes,Unpaid Overtime,16.0,,Full-time,3,21-25,Male,No,UG:University of Wisconsin-Milwaukee,Grad:University of Cincinnati,,Jul '13
2935,8,"36,000",peryear,"Milwaukee, WI, US",Intern,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,"3,000",Full-time,3-5,26-30,Male,No,,,,Jul '13
2934,9,"83,000",peryear,"Houston, TX, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,15.0,,Full-time,21-25,46-50,Female,Licensed,,,,Jul '13
2933,8,"48,000",peryear,"New York, NY, US",Junior Architect,Corporate,501 + People,Yes,No Overtime,17.0,,Full-time,1,26-30,Male,No,UG:Texas Tech University,Grad:Columbia University,,Jul '13
2932,4,"51,000",peryear,"Los Angeles, CA, US",Project Manager,,16-30 People,Yes,Unpaid Overtime,14.0,,Full-time,6-7,31-35,Female,No,,Grad:Southern California Institute of Architecture (SCI-Arc),,Jul '13
2931,10,13,perhour,"Philadelphia, PA, US",Intern,Boutique,2-5 People,Yes,Paid Overtime,10.0,,Full-time,< 1,26-30,Female,No,UG:Temple University,,,Jul '13
2930,7,"36,000",peryear,"Chicago, IL, US",Intermediate Architect,Other,6-10 People,Yes,Unpaid Overtime,10.0,250,Full-time,1,21-25,Female,No,,,,Jul '13
2928,4,"52,000",peryear,"Dallas, TX, US",Intern,Corporate,501 + People,Yes,Paid Overtime,10.0,,Full-time,3,26-30,Female,No,,,,Jul '13
2923,9,"90,000",peryear,"New York, NY, US",Project Manager,Other,501 + People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,26-30,46-50,Male,No,UG:City College of New York (CCNY),,,Jul '13
2922,8,5,perhour,"Los Angeles, CA, US",Intern,Individual,11-15 People,,Unpaid Overtime,,,Part-time,2,26-30,Female,No,,Grad:Southern California Institute of Architecture (SCI-Arc),,Jul '13
2921,9,"62,000",peryear,"New York, NY, US",Junior Architect,Other,31-50 People,Yes,Unpaid Overtime,13.0,,Full-time,6-7,31-35,Female,No,UG:The University of Texas at Austin,Grad:Columbia University,,Jul '13
2920,5,"57,000",peryear,"New York, NY, US",Junior Architect,Boutique,6-10 People,Yes,No Overtime,10.0,,Full-time,3,26-30,Male,No,,Grad:Columbia University,,Jul '13
2919,8,"35,000",peryear,"New York, NY, US",Junior Designer,Starchitect,101-200 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,UG:University of Cincinnati,Grad:Columbia University,,Jul '13
2918,6,"54,000",peryear,"New York, NY, US",Project Manager,Boutique,6-10 People,Yes,Unpaid Overtime,15.0,,Full-time,1,26-30,Male,No,UG:Brown University,Grad:Columbia University,,Jul '13
2917,8,"19,000",peryear,"New York, NY, US",Intern,Boutique,2-5 People,,Unpaid Overtime,7.0,,Full-time,< 1,21-25,Male,No,UG:The University of Texas at Austin,,,Jul '13
2916,7,"40,000",peryear,"Atlanta Junction, GA, US",Interior Architect,Other,51-100 People,,,,,Full-time,3,26-30,Female,No,,,,Jul '13
2914,6,"46,500",peryear,"Washington, DC, US",Junior Architect,Corporate,51-100 People,Yes,Paid Overtime,10.0,75,Full-time,3,21-25,Female,No,,,,Jul '13
2912,6,"50,000",peryear,"Dallas, TX, US",Designer,Individual,2-5 People,,Unpaid Overtime,5.0,"2,500",Full-time,3,26-30,Male,No,UG:Northeastern University,Grad:The University of Texas at Austin,,Jul '13
2911,8,"40,000",peryear,"Milwaukee, WI, US",Junior Designer,Individual,2-5 People,,No Overtime,,,Full-time,2,26-30,Female,No,UG:Milwaukee Institute of Art and Design,Grad:University of Oregon,,Jul '13
2910,8,12,perhour,"New York, NY, US",Student Intern,Other,11-15 People,,Unpaid Overtime,,,Full-time,3-5,26-30,Female,No,UG:Northeastern University,Grad:Columbia University,,Jul '13
2909,7,"110,000",peryear,"New York, NY, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"20,000",Full-time,8-10,31-35,Female,No,,,,Jul '13
2905,8,"26,400",peryear,"New York, NY, US",Intern,Other,6-10 People,,No Overtime,8.0,500,Full-time,3,26-30,Male,No,UG:University of Wisconsin-Milwaukee,Grad:Columbia University,,Jul '13
2903,10,"56,000",peryear,"New York, NY, US",Junior Architect,,501 + People,Yes,,10.0,,,2,26-30,Male,No,,,,Jul '13
2901,6,"55,000",peryear,"Sacramento, CA, US",Project Architect,Corporate,16-30 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,Licensed,"UG:California Polytechnic State University, San Luis Obispo",,,Jul '13
2900,6,"41,600",peryear,"San Luis Obispo, CA, US",Designer,Corporate,51-100 People,Yes,Paid Overtime,7.0,,Full-time,6-7,26-30,Female,No,UG:San Diego State University (SDSU),,,Jul '13
2899,10,"42,000",peryear,"New York, NY, US",Junior Architect,,6-10 People,Yes,Unpaid Overtime,14.0,,Full-time,< 1,21-25,Female,No,,,,Jul '13
2897,7,"45,000",peryear,"New York, NY, US",Junior Architect,Other,16-30 People,Yes,Unpaid Overtime,20.0,,Full-time,2,26-30,Female,No,UG:Parsons The New School for Design,Grad:Columbia University,,Jul '13
2895,8,"45,000",peryear,"Dallas, TX, US",Junior Architect,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,"1,000",Full-time,3,21-25,Female,No,UG:University of Michigan,Grad:University of Michigan,,Jul '13
2893,10,"57,000",peryear,"Washington, DC, US",Designer,,16-30 People,Yes,No Overtime,,,Full-time,< 1,31-35,Male,No,,,,Jul '13
2892,7,"52,000",peryear,"Los Angeles, CA, US",Associate,Corporate,11-15 People,Yes,Unpaid Overtime,21.0,,Full-time,6-7,26-30,Male,No,UG:University of Michigan,,,Jul '13
